,id,customer_name,Flag
1014,1014,Angel Sims,G
1015,1015,Laura Thompson,
1016,1016,Daniel Nguyen,G
1017,1017,Brandy Collins,
1018,1018,Madison Howard,
1019,1019,John Burton,B
1020,1020,Cody Krueger,B
1021,1021,Christopher Crosby,
1022,1022,Angelica Bird,
1023,1023,Patrick Kennedy,
1024,1024,Michael Fields,G
1025,1025,Alexandra Miller,
1026,1026,David Rodgers,
1027,1027,Denise Smith,
1028,1028,Charlene Lowery,
1029,1029,Bryan Sanchez,
1030,1030,Calvin Martin,
1031,1031,Debra Miller,B
1032,1032,Danielle Orr,
1033,1033,Shaun Howard,
1034,1034,Amy Ingram,
1035,1035,Thomas Elliott,
1036,1036,Amanda Jimenez,G
1037,1037,Preston Burns,B
1038,1038,Erik Garza,
1039,1039,Jason Wagner,
1040,1040,Stephanie Taylor,
1041,1041,Craig Smith,G
1042,1042,Robert Taylor,
1043,1043,Joe Tucker,G
1044,1044,Mr. Shawn Davis,
1045,1045,Nicole Ochoa,
1046,1046,Frank Atkins,G
1047,1047,Brian Melton,
1048,1048,Jacob White,
1049,1049,Michael Snyder,
1050,1050,Ann Rivas,B
1051,1051,Holly Foley,
1052,1052,Michael Wall,B
1053,1053,Jake Henry,G
1054,1054,Michael Bradley,G
1055,1055,Kenneth Russell,G
1056,1056,Darryl Chavez,
1057,1057,Bradley Matthews,
1058,1058,Ashley Richard,
1059,1059,Vanessa Graham,
1060,1060,William Weaver,B
1061,1061,Stephen Leonard,
1062,1062,Tanya Garcia,
1063,1063,Edwin Dominguez,G
1064,1064,Cody Roman,G
1065,1065,Mark Wu,
1066,1066,Daniel Taylor,B
1067,1067,Elaine Ramirez,
1068,1068,Derrick Vincent,B
1069,1069,Cynthia Lam,G
1070,1070,Anna Levine,
1071,1071,Amy Moses,G
1072,1072,Emily Mooney,
1073,1073,Ms. Kari Johnson DVM,
1074,1074,Joshua Miller,
1075,1075,Carolyn Cox MD,G
1076,1076,Rebecca Allen,
1077,1077,Judy Green,B
1078,1078,Erika Nunez,B
1079,1079,Donald Anderson,B
1080,1080,Victoria Morris,G
1081,1081,Kara Williams,
1082,1082,Hunter Finley,G
1083,1083,Bryan Williams,
1084,1084,Paige Sanders,
1085,1085,Michael Brown,G
1086,1086,Jason Glenn,
1087,1087,Krista Harris,
1088,1088,Roger Manning,
1089,1089,Edgar Bowers,B
1090,1090,Rose Flores,
1091,1091,Thomas Brown,B
1092,1092,Benjamin Jones,G
1093,1093,Jessica Merritt,
1094,1094,Kelly Tran,B
1095,1095,Dawn Gates,
1096,1096,Heather Sanchez,
1097,1097,Kaitlyn Marsh,
1098,1098,Emily Montgomery,
1099,1099,Roger Caldwell MD,
1100,1100,James Gutierrez,
1101,1101,Jennifer Willis,
1102,1102,John Herrera,
1103,1103,Joel Nguyen,B
1104,1104,Kimberly Long,
1105,1105,Roberto Edwards,
1106,1106,Ashley Fitzpatrick,
1107,1107,Leslie Hoffman,
1108,1108,Alexander Miller,
1109,1109,David Allen,
1110,1110,Diane Edwards,
1111,1111,Clayton Rush MD,G
1112,1112,Megan Gonzalez,
1113,1113,Mr. Devin Benjamin DDS,
1114,1114,Dr. Jonathan Welch,B
1115,1115,Robert Lee,
1116,1116,Dr. Marie Church,
1117,1117,Sean Long,
1118,1118,James Anthony,
1119,1119,James Cannon,
1120,1120,Shelia Woodard,B
1121,1121,Natasha Hall,
1122,1122,Haley Mcpherson,
1123,1123,Colton Tanner,
1124,1124,Steven Graham,
1125,1125,Anna Peterson,
1126,1126,Bianca Jones,
1127,1127,Carolyn Willis,
1128,1128,Robert Dunn,B
1129,1129,Darrell Sanders PhD,G
1130,1130,Stephen Smith,G
1131,1131,Rodney Davis,
1132,1132,Tammy Green,
1133,1133,Adrienne Rodriguez,B
1134,1134,Sean Jones,G
1135,1135,Leslie Bowman,B
1136,1136,Anthony Leach,
1137,1137,Brenda Alvarez,
1138,1138,Alexandria Kim,
1139,1139,Kyle Lucero,
1140,1140,Daryl Tucker,
1141,1141,Michelle May,
1142,1142,Emily Perez,
1143,1143,Krystal Aguilar,
1144,1144,Mason Griffin,G
1145,1145,Terry Clark,
1146,1146,Andrew Chase,G
1147,1147,Eric Lucero,
1148,1148,Julie Kirby,
1149,1149,Peter Malone,
1150,1150,Cheryl Santos,
1151,1151,Sean Morse,G
1152,1152,Timothy Taylor,
1153,1153,Ashley Nelson,
1154,1154,Jesus Acosta,
1155,1155,Mark Roberts,
1156,1156,Travis Robles,
1157,1157,Charles Bray,
1158,1158,Michelle Patel,G
1159,1159,Christopher Kelly,
1160,1160,Nathan Shelton,
1161,1161,Meghan Myers,
1162,1162,Kenneth Wolfe,
1163,1163,Margaret Haynes,G
1164,1164,Jacob Briggs,
1165,1165,Stephen Roy,G
1166,1166,David Boyd,
1167,1167,John Jones,B
1168,1168,Jimmy Bryant,
1169,1169,Joshua Mcdaniel,
1170,1170,Jennifer Roman,
1171,1171,Lisa Smith,
1172,1172,Audrey Thomas,G
1173,1173,Nicholas Huynh,
1174,1174,Amanda Kim,
1175,1175,Jonathan Sanchez,
1176,1176,Tyler White,
1177,1177,Danielle Bryan,G
1178,1178,Matthew Rivera,
1179,1179,Donna Nguyen,B
1180,1180,Jennifer Warren,G
1181,1181,Colin Robinson,
1182,1182,Lance Petty,
1183,1183,Tracy Woodard,
1184,1184,Carlos Burgess,B
1185,1185,Joan Harris,G
1186,1186,Rachel Massey,B
1187,1187,Lawrence Middleton,
1188,1188,Debbie Russell,
1189,1189,Diane Ward,G
1190,1190,Mark Conley,B
1191,1191,Roger Davidson,G
1192,1192,Bruce Marquez,
1193,1193,William Anderson,
1194,1194,Jeffrey Bishop,
1195,1195,Pamela Green,
1196,1196,Emily Jones,B
1197,1197,Adam Lin,G
1198,1198,Edward Garza,G
1199,1199,Maureen Wood,B
1200,1200,Aaron Johnson,B
1201,1201,Allison Jenkins,B
1202,1202,Brett Smith,
1203,1203,Reginald Ellis,G
1204,1204,Shannon Neal,B
1205,1205,Randy Perez,
1206,1206,Vernon Friedman,
1207,1207,Brandon Chapman,
1208,1208,Amanda Brooks,G
1209,1209,Rebecca Brandt,G
1210,1210,Christopher Ingram,
1211,1211,Melanie Bailey,
1212,1212,Donald Sawyer,B
1213,1213,Shelley Nguyen,
1214,1214,Mason Brown,
1215,1215,Valerie Aguilar,B
1216,1216,Patricia Pace,
1217,1217,Tina Orr,
1218,1218,Melissa Choi,
1219,1219,Matthew Logan,
1220,1220,Tracy Jenkins,
1221,1221,Melanie Martinez,B
1222,1222,Christine Rhodes,
1223,1223,Mikayla Gibson,
1224,1224,Rachel Jones,
1225,1225,Jordan Hess,
1226,1226,Heather Martinez,B
1227,1227,John Wolf,
1228,1228,Matthew Mays,
1229,1229,Ronald Lee,B
1230,1230,Sabrina Singleton,
1231,1231,Mr. Roger Clark,
1232,1232,Christopher Klein,
1233,1233,Megan Jackson,
1234,1234,David Miller,G
1235,1235,Christina Simpson,
1236,1236,Nina Johnson,
1237,1237,Jennifer Adams,
1238,1238,Ryan Smith,
1239,1239,Laura Fuller,
1240,1240,Courtney Underwood,
1241,1241,Michael Bennett,
1242,1242,Ashley Perkins,
1243,1243,Adam Bryan,
1244,1244,Jason Rogers,
1245,1245,Billy Garner,
1246,1246,Jacob Ramirez,G
1247,1247,Sherri Wilson,
1248,1248,Robert Strickland,
1249,1249,Charles Brown,
1250,1250,Dominique Zuniga,
1251,1251,Carmen Jones,
1252,1252,Amanda Clark,G
1253,1253,Stephen Garcia,G
1254,1254,Tyler Moore,
1255,1255,Terri Villarreal,
1256,1256,Donna Lee,B
1257,1257,Stephanie Jackson,
1258,1258,Patrick Curry,
1259,1259,Cynthia Thompson,B
1260,1260,Sara Osborne,
1261,1261,Judith Harris,G
1262,1262,Linda Boyd,B
1263,1263,Christian Brady,
1264,1264,Jennifer Rodriguez,
1265,1265,Jason Sullivan,
1266,1266,Joseph Phillips,
1267,1267,John Combs,
1268,1268,Chad Mora,
1269,1269,Sandra Kelley,
1270,1270,Sandy Montoya,
1271,1271,Monica Roach,
1272,1272,Christopher Chavez,
1273,1273,Kelly Bradshaw,
1274,1274,Erica Lawrence,
1275,1275,Richard Alexander,G
1276,1276,Rebecca Harper,
1277,1277,Rachel Foster,B
1278,1278,Clinton Lee,
1279,1279,Taylor Lucas,
1280,1280,Travis Sexton,
1281,1281,Shannon Prince,
1282,1282,Peter Carroll,
1283,1283,Michael Graham,
1284,1284,Carmen Banks,G
1285,1285,Linda Buckley,
1286,1286,Monique Tanner MD,
1287,1287,David Marsh,B
1288,1288,William Sims,G
1289,1289,Amy Taylor,
1290,1290,Matthew Hayes,
1291,1291,Kenneth Tran,B
1292,1292,Carla Allen,
1293,1293,Michael Davis,
1294,1294,Melissa Thomas,
1295,1295,Natasha Green,G
1296,1296,Albert Morrison,
1297,1297,Mrs. Karen West,G
1298,1298,Tracey Edwards,
1299,1299,April Mendoza,
1300,1300,Jamie Anderson,
1301,1301,Lisa Hanna,G
1302,1302,Kevin Singh,
1303,1303,Sandra Smith,
1304,1304,Stanley Hall,G
1305,1305,James Carter,G
1306,1306,Linda Mercado,
1307,1307,Karen Orr,
1308,1308,Julie Ayala,
1309,1309,Heather White,B
1310,1310,Victoria Torres,
1311,1311,Amanda Booth,G
1312,1312,Gregory Rice,
1313,1313,Edwin Finley,
1314,1314,Martha Bright,
1315,1315,Jason Watts,
1316,1316,Roger Hinton,G
1317,1317,Sarah Grant,G
1318,1318,Elizabeth Campbell,
1319,1319,Amber Roberts,
1320,1320,Kelly Bennett,
1321,1321,Tammy Hall,G
1322,1322,Michael Higgins,B
1323,1323,Joseph Ruiz,
1324,1324,Sheena Holland,
1325,1325,Joann Jones,
1326,1326,Kristen George,B
1327,1327,Henry Cooke,
1328,1328,Alexander Gallegos,
1329,1329,Dawn Burch,
1330,1330,Brett Torres,
1331,1331,Ricky Ramirez,
1332,1332,Anthony Young,
1333,1333,Sara Wilson,B
1334,1334,Victoria Bird,
1335,1335,Zachary Walker,B
1336,1336,Jared Sharp,
1337,1337,Andrea Edwards,G
1338,1338,Terri Jackson,
1339,1339,Trevor Wise,B
1340,1340,Amanda Farrell,
1341,1341,Monica Jones,
1342,1342,Raymond Page,
1343,1343,Phyllis Baker PhD,
1344,1344,Jose Jones,
1345,1345,Wesley Brown,
1346,1346,Karen Reese,
1347,1347,Christopher Hill,
1348,1348,Cindy Taylor,
1349,1349,Kristi Anderson,
1350,1350,Sarah Brewer,G
1351,1351,Daniel Monroe,
1352,1352,Kelly Lee,
1353,1353,Alexander Taylor,
1354,1354,Shari Hunter,G
1355,1355,William Rivera,
1356,1356,Kyle Cline,
1357,1357,William Carpenter,
1358,1358,Cheryl Brown,
1359,1359,Tyler Tate,
1360,1360,Brandon Smith,
1361,1361,Jeremiah Davenport,
1362,1362,Anna Howell,G
1363,1363,John Hubbard,G
1364,1364,Brian Taylor,B
1365,1365,Dean Mahoney,
1366,1366,Mrs. Jody Sampson,
1367,1367,Christopher Olsen,B
1368,1368,Alejandro Alexander,
1369,1369,Cindy Lawrence,
1370,1370,Jacqueline Curtis,B
1371,1371,Ryan Roberson,G
1372,1372,Joshua Smith,
1373,1373,Thomas Rodgers,B
1374,1374,Stephen Armstrong,
1375,1375,Dana Cuevas,G
1376,1376,Makayla Robertson,
1377,1377,Daniel Conrad,B
1378,1378,Karen Rivera,G
1379,1379,Victoria Mcmillan,B
1380,1380,Craig Lynch,B
1381,1381,Lori Hunter,
1382,1382,Scott Mckay,
1383,1383,Erin Waters,
1384,1384,Frank Rose,
1385,1385,David Moore,
1386,1386,Katelyn Jenkins,
1387,1387,James Diaz,B
1388,1388,Monica Craig,G
1389,1389,Christopher Clark,
1390,1390,Timothy Hill,B
1391,1391,Kendra Montoya,
1392,1392,Tracey Collins,B
1393,1393,Gene Marquez,
1394,1394,David Riley,
1395,1395,Amber Hall,
1396,1396,Kathryn Jones,
1397,1397,Tanya Harris,
1398,1398,Danielle Turner,
1399,1399,Emma Thomas,
1400,1400,Leah Knight,B
1401,1401,Joshua Taylor,G
1402,1402,Edward Watson,
1403,1403,Janice Anderson,
1404,1404,John Walker,
1405,1405,Darlene Smith,
1406,1406,Timothy Hernandez,G
1407,1407,Dennis Murphy,
1408,1408,Richard Hunter,
1409,1409,Cassandra Dunlap,
1410,1410,Joshua Washington,G
1411,1411,Michael Scott,
1412,1412,Douglas King,
1413,1413,Christopher Brown,
1414,1414,Michael Adams,
1415,1415,Brandon Arnold,
1416,1416,Donna Goodman,
1417,1417,Carrie Hull,
1418,1418,Jenny Jones,
1419,1419,Douglas Martin,B
1420,1420,Jennifer Mcdonald,
1421,1421,Paul Kent,
1422,1422,James Pugh,
1423,1423,Mark Davis,
1424,1424,Deborah Graves,
1425,1425,James Reeves,
1426,1426,Jacob Winters,B
1427,1427,Shelby Reilly,
1428,1428,Maria Harrison,
1429,1429,Joseph Rodriguez,
1430,1430,Thomas Hines,
1431,1431,Chelsea Harrison,B
1432,1432,Megan Trujillo,
1433,1433,Philip Miller,
1434,1434,James Smith,
1435,1435,Derek Gibson,
1436,1436,Devin Martin,
1437,1437,Derek Johnson,G
1438,1438,Angela Frye,
1439,1439,Travis Dunn,
1440,1440,Jacob Morgan,
1441,1441,John Rodriguez,B
1442,1442,Karen Mendoza,
1443,1443,Adrian Luna,
1444,1444,Robert Ray,B
1445,1445,Ryan Waters,G
1446,1446,Andre Armstrong,
1447,1447,Christian Banks,
1448,1448,Megan Ford,
1449,1449,Nathan Curtis,B
1450,1450,Haley Marquez,
1451,1451,Christopher Williams,
1452,1452,Sean Bowman,
1453,1453,Sharon Williams,G
1454,1454,Christina Myers,G
1455,1455,Vincent Norris,G
1456,1456,Phillip Beck,B
1457,1457,Melissa Miller,
1458,1458,Linda Parker,
1459,1459,Kayla Williams,
1460,1460,Donald Wise,B
1461,1461,Laura Harper,
1462,1462,James Morales,B
1463,1463,Ronald Jennings,
1464,1464,Ashley Townsend,G
1465,1465,Alexander Patel,B
1466,1466,Jacob Sullivan,
1467,1467,Jose Gonzalez,
1468,1468,Zachary Crosby,B
1469,1469,George Cruz,
1470,1470,Stephen Edwards,G
1471,1471,Kylie Allen,B
1472,1472,Robert Hunter,
1473,1473,Kimberly Brewer,B
1474,1474,Carla Kirk,
1475,1475,Robert Rice,G
1476,1476,James Anderson,
1477,1477,Sara Black,
1478,1478,Michael Watson,
1479,1479,Nicholas Hill,
1480,1480,Jacob Stewart,
1481,1481,Michael Taylor,
1482,1482,Robert Austin,
1483,1483,Molly Larson,
1484,1484,Linda Kerr,
1485,1485,Jerry Sweeney,
1486,1486,Marie Mcdowell,
1487,1487,Christopher Gonzalez,B
1488,1488,Rebecca Martin,G
1489,1489,Michelle Robinson,B
1490,1490,Nathan Rivera,
1491,1491,Peter Knight,
1492,1492,Vincent Diaz V,
1493,1493,Robin Burke,
1494,1494,John Williams,B
1495,1495,Jon Stuart,
1496,1496,Shawn Ward,
1497,1497,Jerry Allen,G
1498,1498,Regina Anderson,G
1499,1499,Joseph Coleman,
1500,1500,Ryan Johnson,G
1501,1501,Joel Reynolds,
1502,1502,Ricky Doyle,B
1503,1503,Edward Bass,
1504,1504,Scott Davis,
1505,1505,Steven Wheeler,
1506,1506,Eric Hurst,
1507,1507,Steven Johnson,G
1508,1508,Alexandra Taylor,G
1509,1509,Kristen Randolph,B
1510,1510,Christopher Ramsey,G
1511,1511,James Holmes,
1512,1512,Debbie Stone,B
1513,1513,Jonathan Mccall,
1514,1514,Matthew Huynh,
1515,1515,Kari Ramirez,B
1516,1516,Nicole Black,
1517,1517,Rachel Hernandez,
1518,1518,Mrs. Victoria Winters,B
1519,1519,Mike Drake,
1520,1520,Margaret Thompson,
1521,1521,Nicole Lewis,
1522,1522,Teresa Edwards,
1523,1523,Jessica Evans,
1524,1524,Mr. Robert Curtis,G
1525,1525,Gabriel Pierce,G
1526,1526,Kathleen Wong,
1527,1527,Kristin Rush,
1528,1528,Cynthia Crawford,
1529,1529,Marie Butler,
1530,1530,Kathryn Jones,
1531,1531,Steven Terry,
1532,1532,Erin Davis,
1533,1533,Mary Franklin,
1534,1534,Courtney Mcclure,
1535,1535,Michael Taylor,
1536,1536,Jose Lane,
1537,1537,Laura Baker,G
1538,1538,Patrick Morse,
1539,1539,Shawn Kim,
1540,1540,Joanne Fernandez,B
1541,1541,Justin Cunningham,
1542,1542,Sarah Brady,B
1543,1543,Katherine White,
1544,1544,Jennifer Thomas,
1545,1545,Rebecca Martinez,
1546,1546,Jacqueline Adams,
1547,1547,Jordan Bishop,
1548,1548,Bonnie Johnson,B
1549,1549,Natalie Anderson,
1550,1550,Hector Ellison,
1551,1551,Connor Clark,B
1552,1552,Jeremy Watts,B
1553,1553,Marcus Caldwell,
1554,1554,Holly Dawson,
1555,1555,Eugene Ward,B
1556,1556,Philip Johnson DDS,
1557,1557,Justin Mcgrath,
1558,1558,Rachel Martin,G
1559,1559,Kristin Young,G
1560,1560,Jonathan James,
1561,1561,Hannah Trevino,G
1562,1562,Dana Gray,
1563,1563,Carol Rogers,
1564,1564,Troy Martinez,
1565,1565,Mark Massey,
1566,1566,Jared Blair,B
1567,1567,Sara Taylor,
1568,1568,Lauren Logan,
1569,1569,Dwayne Shaw,
1570,1570,David Campbell,
1571,1571,Joanne Johnson,
1572,1572,Karen Dawson,B
1573,1573,Heidi Garcia,
1574,1574,Jason Miller,
1575,1575,Daniel Nelson,B
1576,1576,Desiree Mcknight,
1577,1577,Micheal Stewart,
1578,1578,Lucas Moyer,
1579,1579,William Smith,B
1580,1580,Erin Brown,
1581,1581,Amy Hester,
1582,1582,Shannon Watson,B
1583,1583,Natasha Turner,
1584,1584,Jason Jackson,
1585,1585,Elizabeth Mercer,
1586,1586,Christian Mcneil,G
1587,1587,William Taylor,
1588,1588,Kimberly Summers,B
1589,1589,Michelle Bernard,
1590,1590,Stacy Oliver,
1591,1591,Stephanie Benson,
1592,1592,Scott Carpenter,
1593,1593,Andrea Christensen,B
1594,1594,Melissa Gibson,
1595,1595,William Rodriguez,
1596,1596,Robin Rogers,
1597,1597,Tiffany Williams,G
1598,1598,Vincent Martinez,
1599,1599,Jon Williams,B
1600,1600,Jennifer Anderson,B
1601,1601,Vincent Wolfe,
1602,1602,Glenn Allen DDS,
1603,1603,Mary Webb,B
1604,1604,Joseph Hunt,
1605,1605,Daniel Payne,
1606,1606,Jimmy Steele,
1607,1607,Taylor Bolton,G
1608,1608,Traci Stephens,
1609,1609,Brandon Jones,
1610,1610,Debra Nicholson,
1611,1611,John Figueroa,
1612,1612,Alexandra Valencia,
1613,1613,Tara Williams,G
1614,1614,Jennifer Mueller,
1615,1615,Todd Garcia,G
1616,1616,Jennifer Harmon,G
1617,1617,Jessica Williams,B
1618,1618,Joanna Ford,
1619,1619,Maurice Gonzalez,
1620,1620,Paige Fernandez,
1621,1621,Holly Howell,B
1622,1622,Mark Carter,
1623,1623,Jessica Tate,
1624,1624,Gregory Mata,B
1625,1625,Elizabeth Jacobson,G
1626,1626,Dr. Matthew Kim MD,
1627,1627,Jerome Walker,B
1628,1628,Jennifer Howard,
1629,1629,Lori Williams,
1630,1630,Becky Martinez,
1631,1631,Chad Jacobs,
1632,1632,Kimberly Miller,G
1633,1633,Raymond Norman,
1634,1634,Katelyn Long,
1635,1635,April Hunt,
1636,1636,Jason Jackson,
1637,1637,Jennifer Crawford,
1638,1638,Jesse Gonzalez,
1639,1639,Michael Allen,
1640,1640,Dr. Sharon Hernandez,
1641,1641,Mary Smith,
1642,1642,Sarah Jackson,
1643,1643,Tonya Mooney,B
1644,1644,Richard Kirby,
1645,1645,Kristen Graham,
1646,1646,Holly Rodriguez,
1647,1647,Patricia Dickerson,
1648,1648,Linda Newton,B
1649,1649,James Merritt,
1650,1650,Shannon Lester,
1651,1651,Daniel Lam,G
1652,1652,Travis Velez,G
1653,1653,Amber Scott,G
1654,1654,Kathryn Molina,
1655,1655,Dale Johnson,
1656,1656,Andrea Meyer,G
1657,1657,Kelly White,G
1658,1658,Luis Oneill,
1659,1659,Erin Marquez,
1660,1660,Katrina Browning MD,B
1661,1661,Erica Peters,
1662,1662,Nancy Roach,
1663,1663,Debbie Lawrence,
1664,1664,Justin Long,B
1665,1665,Suzanne Skinner,
1666,1666,Makayla Grant,
1667,1667,Christina Christensen,B
1668,1668,Nicholas Barnett,
1669,1669,Jonathan Hall,
1670,1670,Robert Grimes,B
1671,1671,Abigail Rasmussen,
1672,1672,Susan Thompson,
1673,1673,James Salinas,
1674,1674,Donna Ramirez,
1675,1675,Ashlee Garrett MD,
1676,1676,Crystal Knapp,
1677,1677,Robert Perry,G
1678,1678,Kevin Brown,
1679,1679,Lynn Parker,
1680,1680,Melissa Carrillo,
1681,1681,Cameron Ochoa,
1682,1682,Cassandra Hernandez,
1683,1683,Aaron Morton,G
1684,1684,Elizabeth Flores,B
1685,1685,Ashley Cook,
1686,1686,Danny Nelson,
1687,1687,Amy Dunlap,
1688,1688,Jordan Russell,
1689,1689,Jessica Stewart,
1690,1690,Monica Davis,G
1691,1691,Tammy Stone,B
1692,1692,Sara Greene,
1693,1693,Haley Dalton,
1694,1694,Kathy Koch,
1695,1695,Gene Aguilar,
1696,1696,Anthony Jackson,
1697,1697,Michael Hoover,B
1698,1698,Kent Peterson,B
1699,1699,Michael Mclaughlin,
1700,1700,Helen Martinez,
1701,1701,Jessica Roberts,
1702,1702,Elizabeth Taylor,
1703,1703,Jessica Sanchez,
1704,1704,Craig Walker,
1705,1705,Randall James,B
1706,1706,Lonnie Mcintyre,
1707,1707,Rita Melendez,B
1708,1708,James Mason,
1709,1709,Shelley Johnson,B
1710,1710,Charlotte Mitchell,G
1711,1711,Charles Garza,G
1712,1712,Meghan Watkins,B
1713,1713,Adam Rogers,G
1714,1714,Christopher Trevino,B
1715,1715,Michelle Turner,
1716,1716,Jonathan Williams,
1717,1717,Chad Schmitt,
1718,1718,Henry Proctor,G
1719,1719,Joshua Carpenter,G
1720,1720,Stacy Lynch,
1721,1721,Charlene Roth,
1722,1722,Andrew Coleman,
1723,1723,Chad Griffin,
1724,1724,Leah Nichols,
1725,1725,Jody Lopez,
1726,1726,Ricky Gardner,
1727,1727,Bradley Burgess,G
1728,1728,Mikayla Wilson,
1729,1729,Terry Cummings,G
1730,1730,Bill Jackson,
1731,1731,Glen Gonzalez,
1732,1732,Dawn Cabrera,G
1733,1733,Hailey Larson,
1734,1734,Thomas Jones,G
1735,1735,Robert Martinez,
1736,1736,Stephanie Allen,
1737,1737,Kim Shaffer,
1738,1738,Russell Martin,B
1739,1739,Lorraine Morse,
1740,1740,Adam Welch,
1741,1741,Peter Edwards II,
1742,1742,Jessica Tyler,
1743,1743,Wayne Sutton,B
1744,1744,Heather Wilson,
1745,1745,Kyle Armstrong,
1746,1746,William Middleton,
1747,1747,Alexis Wallace,
1748,1748,Lisa Watson,
1749,1749,Lindsey Wood,
1750,1750,Kristen Atkins,G
1751,1751,Courtney Hansen,
1752,1752,Allison Baker,B
1753,1753,Brandon Allen,G
1754,1754,Nicholas Gonzalez,
1755,1755,Brian Wilson,
1756,1756,Bruce English,
1757,1757,Jose Mckinney,
1758,1758,Taylor Orozco,
1759,1759,Monica Austin,G
1760,1760,Mr. David Harris V,
1761,1761,James Martinez,
1762,1762,Daniel Thompson,
1763,1763,Ivan Reed,B
1764,1764,Charles Proctor,B
1765,1765,Jeffrey Jackson,G
1766,1766,Alison Carroll,G
1767,1767,Samantha Mendoza,
1768,1768,Michael Russell,G
1769,1769,Alexis Mitchell,
1770,1770,James Flynn,B
1771,1771,Deborah Hansen,
1772,1772,Michael Wells,
1773,1773,Adrienne Mcdonald,G
1774,1774,Abigail Alexander,
1775,1775,Jeffrey Marquez,
1776,1776,Stephen Schmitt,B
1777,1777,Theresa Hughes,
1778,1778,Janet Larsen,B
1779,1779,Jeremy Jackson,
1780,1780,Anthony Williams,
1781,1781,Christine Chambers,B
1782,1782,Justin Richardson,
1783,1783,Tamara Wells,G
1784,1784,Monica Johnson,
1785,1785,Ralph Garcia,B
1786,1786,Glenda Thompson,B
1787,1787,Dr. Amanda Fox,
1788,1788,Kyle Morris,
1789,1789,Andre Garrison,
1790,1790,Kathy Miller,
1791,1791,Ruth Rodriguez,G
1792,1792,Patrick Pierce,G
1793,1793,Patricia Thompson,B
1794,1794,Brandon Miller,
1795,1795,Frank Jones,
1796,1796,Tracey Rodriguez,
1797,1797,Glen Craig,B
1798,1798,Edward Brown,G
1799,1799,Crystal Cole,
1800,1800,Cheryl Rodriguez,G
1801,1801,Tanner Love MD,
1802,1802,Mrs. Margaret Williams MD,
1803,1803,Robert Smith,
1804,1804,Michael Greene,
1805,1805,Samantha Gallegos,
1806,1806,Jacqueline Mckenzie DVM,G
1807,1807,Ivan Jacobs,B
1808,1808,Elizabeth Robbins,
1809,1809,Bryan Pearson,
1810,1810,Antonio Woods,
1811,1811,Ryan Ross,
1812,1812,Jennifer Maxwell,B
1813,1813,Melanie Bryan,
1814,1814,Michael Watts,
1815,1815,Christian Mason,
1816,1816,Teresa Jones,G
1817,1817,Summer Gray,G
1818,1818,Kellie Ramirez,
1819,1819,Christina Brown MD,G
1820,1820,Kristina Foster,B
1821,1821,Mary Davis,B
1822,1822,John Edwards,
1823,1823,Timothy Harper,
1824,1824,Sarah Ballard,B
1825,1825,Donald Gilmore,
1826,1826,Lynn Lopez,
1827,1827,Thomas Diaz,
1828,1828,Denise Hughes,
1829,1829,Thomas Massey,
1830,1830,Sarah Waters,
1831,1831,Samuel Johnson,
1832,1832,Stephen Williams,B
1833,1833,Jordan Romero,
1834,1834,Jennifer Wright,
1835,1835,Antonio Giles,
1836,1836,Julia Miller,B
1837,1837,Sarah Williams,
1838,1838,David Bush,
1839,1839,Jenna Berg,
1840,1840,Gregory Williams,
1841,1841,Daniel Newman,
1842,1842,Veronica Ferguson,B
1843,1843,Catherine Moore,B
1844,1844,Aaron Morgan,
1845,1845,Regina Alvarado,G
1846,1846,Nicole Gomez,B
1847,1847,Juan Miller,
1848,1848,Miranda Olson,
1849,1849,James Martinez MD,B
1850,1850,Austin Larson,
1851,1851,Kara Nelson,
1852,1852,Sarah Monroe,
1853,1853,Eric Oconnor,
1854,1854,Dale Castillo,
1855,1855,Dan Davidson,B
1856,1856,Stanley Guzman,
1857,1857,Carlos Smith,
1858,1858,Frank Cruz,
1859,1859,Jonathan Harris,B
1860,1860,Christopher Johnson,B
1861,1861,Zachary Weaver,
1862,1862,James Dickson,
1863,1863,Troy Hanson,
1864,1864,Jake Holt,
1865,1865,Samantha Lyons,
1866,1866,Mark Harper,
1867,1867,Jeanette Thompson,G
1868,1868,Travis Welch,B
1869,1869,Victoria Brooks,
1870,1870,Alex Cooper,
1871,1871,Richard Dennis,
1872,1872,Joseph Douglas,
1873,1873,Diana Warren,
1874,1874,Daniel Ellis,
1875,1875,Adrian Stewart,
1876,1876,Daniel Hinton,
1877,1877,Randy Bean,
1878,1878,Lisa Chung,
1879,1879,Linda Ramirez,B
1880,1880,Ashley Farrell,
1881,1881,Michael Reed,G
1882,1882,David Taylor,G
1883,1883,Glenda Conner,
1884,1884,Samuel Jackson,
1885,1885,Thomas Blackwell,G
1886,1886,Paige Edwards,B
1887,1887,Derrick Miller,
1888,1888,Kenneth Mcdonald,
1889,1889,Robin Mclaughlin,
1890,1890,Christina Norris,
1891,1891,Tony Thomas,B
1892,1892,Jennifer Moore,
1893,1893,Brian Hall,
1894,1894,Collin Lewis,
1895,1895,Dawn Bonilla,B
1896,1896,Adam Green,
1897,1897,Joseph Huffman,
1898,1898,Kelsey Kramer,
1899,1899,Ashley Ford,
1900,1900,Stephanie Taylor,
1901,1901,Jacob Gonzalez,
1902,1902,Michael Hill,B
